LAMMPS data from timestep 0

8181  atoms
6  atom types
2106 bonds
2 bond types

0 100 xlo xhi
0 100 ylo yhi
0 100 zlo zhi

Masses

            1   40.07800000             # Ca
2   35.45000000             # Cl
3   1.00800000              # H
4   15.99900000             # O
5   35.45000000             # Cl
6   15.99900000             # O

Atoms

119 1823 2 7 9.984 27.279 26.097
120 1824 2 7 12.945 8.81 37.205
121 1825 2 7 15.185 33.451 15.426
122 1826 2 7 24.549 37.158 1.076
123 1827 2 7 38.214 13.419 16.574
124 2125 2 7 13.887 10.896 13.758
125 2126 2 7 12.284 3.551 34.135
126 2127 2 7 22.996 27.93 6.898
127 2128 2 7 2.793 17.646 15.104
128 2129 2 7 24.649 30.912 0.124
129 2130 2 7 11.971 32.166 12.382
130 2428 2 7 13.938 16.57 3.196
131 2429 2 7 36.268 36.69 32.948
132 2430 2 7 25.687 10.769 23.499
133 2431 2 7 22.386 8.592 37.748
134 2432 2 7 6.548 26.794 5.774
135 2433 2 7 29.177 14.292 27.93
136 2731 2 7 28.224 23.549 17.409
137 2732 2 7 0.915 29.594 7.22
138 2733 2 7 10.029 18.01 17.424
139 2734 2 7 24.521 18.458 15.801
140 2735 2 7 7.438 20.859 8.983
141 2736 2 7 36.883 27.155 35.119
142 3034 2 7 16.139 34.841 35.826
143 3035 2 7 5.414 11.767 18.075
144 3036 2 7 31.051 35.757 28.477
145 3037 2 7 29.24 19.286 0.317
146 3038 2 7 34.284 27.874 17.61
147 3039 2 7 33.185 11.737 21.286
148 3337 2 7 3.549 20.027 20.75
149 3338 2 7 30.546 12.815 6.467
150 3339 2 7 23.644 29.423 26.468
151 3340 2 7 17.301 11.158 7.181
152 3341 2 7 5.074 33.11 34.083
153 3342 2 7 38.473 22.244 2.701
154 3640 2 7 21.881 2.512 3.913
155 3641 2 7 16.572 26.954 12.609
156 3642 2 7 30.887 28.282 33.332
157 3643 2 7 25.467 38.72 24.272
158 3644 2 7 12.486 15.039 34.327
159 3645 2 7 13.232 29.605 7.528
160 3943 2 7 26.036 21.881 35.263
161 3944 2 7 37.639 18.602 10.046
162 3945 2 7 30.257 3.046 3.803
163 3946 2 7 17.066 24.873 2.157
164 3947 2 7 0.945 -0.231 6.379
165 3948 2 7 34.738 2.347 9.856
166 4246 2 7 30.425 34.812 8.055
167 4247 2 7 38.756 8.539 31.061
168 4248 2 7 4.488 6.092 23.798
169 4249 2 7 24.942 6.17 27.824
170 4250 2 7 4.893 16.852 6.578
171 4251 2 7 22.146 24.662 16.018
172 4549 2 7 34.863 28.907 25.762
173 4550 2 7 31.713 22.016 35.423
174 4551 2 7 7.214 27.665 0.235
175 4552 2 7 25.828 26.983 36.538
176 4553 2 7 32.525 20.711 16.123
177 4554 2 7 22.287 2.531 17.69
178 4852 2 7 13.751 21.881 22.428
179 4853 2 7 10.243 6.796 2.57
180 4854 2 7 27.664 5.474 17.714
181 4855 2 7 16.804 4.66 23.562
182 4856 2 7 33.173 37.622 4.345
183 4857 2 7 27.104 5.553 2.297
184 5155 2 7 38.243 17.724 3.526
185 5156 2 7 11.944 9.379 28.115
186 5157 2 7 21.415 13.239 5.636
187 5158 2 7 35.555 17.32 17.962
188 5159 2 7 17.765 18.547 21.745
189 5160 2 7 30.404 5.698 24.727
190 5458 2 7 23.541 38.019 21.169
191 5459 2 7 20.222 37.284 36.804
192 5460 2 7 28.849 27.997 9.73
193 5461 2 7 1.735 32.026 20.411
194 5462 2 7 -0.295 8.631 22.398
195 5463 2 7 16.124 11.674 -0.14
196 5761 2 7 18.374 22.326 7.282
197 5762 2 7 33.215 -0.109 27.614
198 5763 2 7 30.127 17.461 30.201
199 5764 2 7 26.905 -0.111 15.379
200 5765 2 7 28.834 6.525 36.655
201 5766 2 7 0.032 0.607 23.455
202 6064 2 7 2.827 19.976 31.069
203 6065 2 7 16.832 30.867 29.088
204 6066 2 7 6.146 36.296 23.019
205 6067 2 7 3.074 30.423 29.562
206 6068 2 7 34.03 36.513 13.461
207 6069 2 7 4.151 6.453 13.731
208 6367 2 7 7.46 27.325 9.947
209 6368 2 7 10.435 -0.165 37.266
210 6369 2 7 34.29 6.042 2.926
211 6370 2 7 23.769 12.726 0.562
212 6371 2 7 35.611 7.432 29.367
213 6372 2 7 5.224 28.183 25.299
214 6670 2 7 21.349 17.009 19.387
215 6671 2 7 26.752 18.454 5.39
216 6672 2 7 37.566 8.45 16.305
217 6673 2 7 12.861 5.57 17.582
218 6674 2 7 6.275 26.232 33.2
219 6675 2 7 37.978 4.744 36.382
220 6973 2 7 3.796 36.867 14.098
221 6974 2 7 5.633 26.372 15.833
222 6975 2 7 19.03 9.125 20.46
223 6976 2 7 31.993 4.441 20.397
224 6977 2 7 31.592 28.261 5.157
225 6978 2 7 12.666 29.978 22.37
226 7276 2 7 15.842 0.293 28.492
227 7277 2 7 1.43 33.022 37.446
228 7278 2 7 37.149 12.772 26.74
229 7279 2 7 11.778 30.692 29.982
230 7280 2 7 38.12 35.041 17.133
231 7281 2 7 13.602 0.676 4.76
232 7579 2 7 1.839 26.993 38.796
233 7580 2 7 15.901 1.451 10.956
234 7581 2 7 33.127 5.714 34.02
235 7582 2 7 9.504 4.818 24.59
236 7583 2 7 25.932 16.989 20.781
237 7584 2 7 1.771 13.625 30.804
238 7882 2 7 8.406 5.808 19.477
239 7883 2 7 10.142 36.547 22.122
240 7884 2 7 22.034 10.017 13.897
241 7885 2 7 0.042 35.504 5.385
242 7886 2 7 20.809 7.215 30.369
243 7887 2 7 8.333 22.274 3.499
244 10 3 1 1.554 20.883 34.146
245 11 3 1 -0.211 11.482 11.072
246 12 3 1 13.824 4.452 5.686
247 13 3 1 11.852 20.528 37.091
248 14 3 1 13.214 19.948 36.563
249 15 3 1 13.96 3.578 17.056
250 16 3 1 14.548 2.314 16.36
251 17 3 1 6.361 2.065 2.129
252 18 3 1 26.143 13.917 7.447
253 19 3 1 19.333 36.188 38.866
254 20 3 1 2.56 20.873 32.849
255 21 3 1 32.596 26.676 16.87
256 22 3 1 31.761 25.404 17.403
257 23 3 1 27.331 26.769 13.914
258 24 3 1 28.623 26.345 14.821
259 25 3 1 14.714 27.36 25.016
260 26 3 1 29.732 29.179 -0.153
261 27 3 1 3.452 17.827 3.386
262 28 3 1 35.506 11.403 36.785
263 29 3 1 18.278 26.216 31.975
264 30 3 1 20.099 13.504 7.807
265 31 3 1 21.258 25.067 2.876
266 32 3 1 20.232 24.149 3.653
267 33 3 1 32.495 10.74 24.201
268 34 3 1 33.5 9.566 24.044
269 35 3 1 16.376 2.309 34.383
270 36 3 1 21.274 19.32 18.279
271 37 3 1 2.788 33.372 27.474
272 38 3 1 2.451 32.246 28.417
273 39 3 1 20.674 7.028 13.43
274 40 3 1 15.828 2.472 5.08
275 41 3 1 15.55 10.019 28.721
276 42 3 1 17.039 1.238 12.957
277 43 3 1 16.121 1.205 14.167
278 44 3 1 14.422 25.814 25.419
279 45 3 1 25.345 7.517 9.158
280 46 3 1 17.209 26.193 33.167
281 47 3 1 8.495 20.169 17.741
282 48 3 1 31.22 7.987 29.267
283 49 3 1 37.292 16.46 17.081
284 50 3 1 26.099 16.663 29.558
285 51 3 1 38.272 23.042 5.067
286 52 3 1 29.525 2.532 0.125
287 53 3 1 29.961 1.195 38.523
288 54 3 1 15.469 22.05 9.185
289 55 3 1 17.013 22.208 9.16
290 56 3 1 20.01 24.499 26.296
291 57 3 1 8.934 6.075 37.781
292 58 3 1 29.005 14.581 19.529
293 59 3 1 29.597 15.764 20.395
294 60 3 1 1.357 14.052 13.552
295 61 3 1 0.389 13.272 14.348
296 62 3 1 14.045 11.883 30.646
297 63 3 1 12.635 12.42 30.628
298 64 3 1 25.61 14.482 18.287
299 65 3 1 24.981 13.153 18.253
300 66 3 1 21.579 2.381 30.507
301 67 3 1 21.193 1.55 29.344
302 68 3 1 6.964 17.886 30.167
303 69 3 1 0.689 15.781 37.156
304 70 3 1 27.361 20.451 27.239
305 71 3 1 13.891 10.595 27.794
306 72 3 1 -0.313 27.062 38.29
307 73 3 1 11.855 32.931 29.336
308 74 3 1 38.539 15.514 16.669
309 75 3 1 15.229 27.414 38.479
310 76 3 1 16.122 25.903 38.613
311 77 3 1 24.095 26.755 3.864
312 78 3 1 24.39 27.485 5.222
313 79 3 1 31.798 0.998 19.187
314 80 3 1 30.642 8.816 27.965
315 81 3 1 32.893 0.213 18.353
316 82 3 1 26.534 14.56 -0.162
317 83 3 1 4.085 29.329 13.517
318 84 3 1 10.249 29.534 16.291
319 85 3 1 35.285 21.782 9.14
320 86 3 1 35.712 20.379 9.695
321 87 3 1 27.659 15.12 17.721
322 88 3 1 28.273 13.702 17.397
323 89 3 1 14.719 11.909 27.256
324 90 3 1 25.269 13.734 38.923
325 91 3 1 18.693 15.593 16.17
326 92 3 1 22.003 11.93 7.23
327 93 3 1 36.756 17.411 13.122
328 94 3 1 29.717 27.812 16.25
329 95 3 1 2.088 38.834 31.771
330 96 3 1 1.8 0.117 30.24
331 97 3 1 11.507 35.171 38.341
332 98 3 1 4.961 22.101 36.436
333 99 3 1 6.38 5.446 27.26
334 100 3 1 3.917 21.029 36.195
335 101 3 1 10.96 30.177 4.268
336 102 3 1 10.193 28.939 3.593
337 103 3 1 38.605 27.977 1.299
338 104 3 1 24.389 35.446 24.057
339 105 3 1 38.347 29.455 1.468
340 106 3 1 24.061 36.683 23.256
341 107 3 1 29.408 38.789 25.835
342 108 3 1 30.849 38.919 26.523
343 109 3 1 0.093 3.248 13.735
344 110 3 1 1.74 18.045 31.126
345 111 3 1 28.628 31.708 13.366
346 112 3 1 27.188 19.431 12.365
347 113 3 1 27.68 32.134 14.58
348 114 3 1 28.219 19.765 13.477
349 115 3 1 27.536 3.67 26.698
350 116 3 1 27.445 4.608 28.051
351 117 3 1 29.463 28.186 17.784
352 118 3 1 36.588 4.759 16.35
353 119 3 1 35.312 4.99 15.505
354 120 3 1 30.121 33.396 31.031
355 121 3 1 17.269 15.758 17.002
356 122 3 1 36.846 18.324 11.847
357 123 3 1 26.282 27.574 0.442
358 124 3 1 0.878 17.19 30.381
359 125 3 1 29.791 34.516 30.135
360 126 3 1 15.016 37.814 38.071
361 127 3 1 2.469 17.318 38.152
362 128 3 1 15.01 36.651 37.016
363 129 3 1 10.528 19.232 15.777
364 130 3 1 10.499 20.366 14.542
365 131 3 1 28.491 8.457 21.272
366 132 3 1 29.875 8.213 21.694
367 133 3 1 6.605 19.687 7.6
368 134 3 1 5.931 18.655 6.762
369 135 3 1 26.307 34.82 3.565
370 136 3 1 28.47 1.796 14.496
371 137 3 1 28.859 3.032 13.614
372 138 3 1 22.413 35.244 17.514
373 139 3 1 14.97 11.91 33.133
374 140 3 1 14.304 16.273 5.499
375 141 3 1 14.457 15.57 6.978
376 142 3 1 5.977 35.846 2.869
377 143 3 1 23.502 20.015 5.666
378 144 3 1 9.957 31.111 20.124
379 145 3 1 10.259 34.284 38.617
380 146 3 1 25.808 33.613 2.837
381 147 3 1 7.092 20.175 31.828
382 148 3 1 8.057 19.106 32.456
383 149 3 1 11.373 31.067 20.986
384 150 3 1 2.796 13.705 0.474
385 151 3 1 34.179 22.033 32.559
386 152 3 1 8.785 30.357 5.199
387 153 3 1 23.283 29.895 36.059
388 313 3 1 7.317 17.534 14.981
389 314 3 1 27.797 4.235 6.597
390 315 3 1 2.889 7.843 27.017
391 316 3 1 20.666 7.395 9.485
392 317 3 1 19.748 8.574 9.951
393 318 3 1 23.165 32.631 4.296
394 319 3 1 22.967 33.095 2.879
395 320 3 1 19.135 34.669 -0.228
396 321 3 1 38.632 9.245 2.706
397 322 3 1 3.4 12.925 16.823
398 323 3 1 8.704 17.322 14.276
399 324 3 1 15.023 28.899 12.329
400 325 3 1 13.8 29.563 11.875
401 326 3 1 6.873 14.188 14.355
402 327 3 1 6.524 15.545 14.974
403 328 3 1 9.487 -0.109 0.908
404 329 3 1 5.881 32.141 10.419
405 330 3 1 30.232 35.8 22.55
406 331 3 1 32.788 16.17 25.839
407 332 3 1 6.502 2.871 5.63
408 333 3 1 18.108 0.619 38.3
409 334 3 1 3.131 27.762 19.062
410 335 3 1 2.88 26.757 17.818
411 336 3 1 35.142 14.385 8.554
412 337 3 1 34.785 14.146 7.044
413 338 3 1 36.181 2.462 11.255
414 339 3 1 7.783 11.16 12.916
415 340 3 1 28.612 17.925 31.479
416 341 3 1 28.36 19.415 31.615
417 342 3 1 20.526 21.309 1.401
418 343 3 1 11.582 8.706 38.882
419 344 3 1 38.712 28.085 34.332
420 345 3 1 33.503 27.102 35.192
421 346 3 1 32.811 28.223 34.581
422 347 3 1 9.348 1.401 0.954
423 348 3 1 2.718 23.882 11.419
424 349 3 1 5.422 3.529 6.451
425 350 3 1 4.226 18.049 4.802
426 351 3 1 35.949 36.261 14.101
427 352 3 1 28.001 21.692 33.735
428 353 3 1 37.991 26.917 37.183
429 354 3 1 33.029 6.698 6.879
430 355 3 1 30.989 30.347 5.126
431 356 3 1 30.908 31.902 4.909
432 357 3 1 28.565 13.649 23.751
433 358 3 1 28.168 13.278 22.226
434 359 3 1 31.236 30.728 16.127
435 360 3 1 19.959 19.778 27.953
436 361 3 1 27.158 26.509 20.934
437 362 3 1 26.896 24.921 21.196
438 363 3 1 3.521 27.625 30.294
439 364 3 1 2.799 26.215 30.67
440 365 3 1 5.78 22.262 9.435
441 366 3 1 4.289 22.597 9.283
442 367 3 1 13.295 27.891 34.879
443 368 3 1 13.434 28.201 36.425
444 369 3 1 0.623 29.325 32.458
445 370 3 1 1.162 29.906 31.057
446 371 3 1 15.484 27.473 27.593
447 372 3 1 25.868 20.744 27.377
448 373 3 1 20.292 29.437 3.707
449 374 3 1 24.031 24.906 7.758
450 375 3 1 1.906 38.704 20.339
451 376 3 1 35.937 25.308 1.715
452 377 3 1 28.861 20.386 33.7
453 378 3 1 5.269 5.286 35.991
454 379 3 1 4.684 6.446 35.199
455 380 3 1 1.241 25.938 1.498
456 381 3 1 0.467 24.772 1.897
457 382 3 1 35.871 26.705 15.942
458 383 3 1 36.934 36.057 15.396
459 384 3 1 35.822 26.651 14.305
460 385 3 1 38.939 37.658 18.474
461 386 3 1 9.619 37.827 20.408
462 387 3 1 7.64 15.782 37.804
463 388 3 1 28.204 26.426 38.928
464 389 3 1 29.337 25.676 38.015
465 390 3 1 27.919 31.163 38.859
466 391 3 1 27.642 30.009 0.446
467 392 3 1 25.178 25.767 7.156
468 393 3 1 0.634 37.895 17.304
469 394 3 1 21.965 19.156 35.512
470 395 3 1 16.916 9.427 28.801
471 396 3 1 11.083 6.782 17.078
472 397 3 1 36.892 9.494 12.889
473 398 3 1 34.172 19.382 30.287
474 399 3 1 34.447 20.79 30.82
475 400 3 1 19.191 0.15 4.014
476 401 3 1 3.867 32.729 15.0
477 402 3 1 18.268 29.318 22.434
478 403 3 1 4.432 31.413 14.411
479 404 3 1 20.624 27.809 14.064
480 405 3 1 21.144 26.489 14.79
481 406 3 1 7.539 32.907 22.112
482 407 3 1 15.677 31.403 11.505
483 408 3 1 6.098 32.347 22.486
484 409 3 1 16.395 32.734 12.105
485 410 3 1 24.227 7.236 34.691
486 411 3 1 23.323 8.188 35.395
487 412 3 1 20.385 37.465 1.695
488 413 3 1 33.002 7.754 36.952
489 414 3 1 18.208 22.909 18.855
490 415 3 1 20.103 14.317 19.384
491 416 3 1 18.811 23.275 20.199
492 417 3 1 21.511 14.213 18.729
493 418 3 1 29.599 16.376 6.905
494 419 3 1 29.937 17.172 5.543
495 420 3 1 37.019 8.388 14.178
496 421 3 1 36.393 33.331 7.129
497 422 3 1 35.309 32.553 6.127
498 423 3 1 19.763 12.85 38.327
499 424 3 1 23.006 20.184 35.796
500 425 3 1 9.59 6.598 17.303
501 426 3 1 30.895 5.049 16.121
502 427 3 1 31.573 7.425 37.311
503 428 3 1 21.145 12.968 37.708
504 429 3 1 24.706 7.834 20.393
505 430 3 1 16.223 35.442 0.913
506 431 3 1 23.715 8.143 21.462
507 432 3 1 37.809 5.191 29.098
508 433 3 1 -0.276 4.728 29.884
509 434 3 1 31.473 33.642 6.754
510 435 3 1 32.236 33.594 5.291
511 436 3 1 4.162 27.395 12.778
512 437 3 1 4.458 27.075 14.232
513 438 3 1 7.546 0.878 15.418
514 439 3 1 18.496 13.093 12.314
515 440 3 1 18.104 12.772 10.863
516 441 3 1 35.184 2.878 4.295
517 442 3 1 38.055 6.06 8.624
518 443 3 1 9.351 36.132 7.326
519 444 3 1 10.272 34.954 7.32
520 445 3 1 26.483 7.657 7.538
521 446 3 1 37.044 34.509 8.878
522 447 3 1 7.306 22.367 28.821
523 448 3 1 19.186 0.013 2.548
524 449 3 1 8.381 0.766 14.191
525 450 3 1 12.743 5.024 27.397
526 451 3 1 12.806 6.588 27.174
527 452 3 1 6.336 23.382 29.322
528 453 3 1 10.6 15.1 9.235
529 454 3 1 34.602 19.762 33.281
530 455 3 1 33.142 11.865 33.842
531 456 3 1 29.757 33.909 2.475
532 616 3 1 26.534 24.747 2.163
533 617 3 1 11.72 9.853 11.391
534 618 3 1 38.275 28.381 24.524
535 619 3 1 29.968 12.163 0.017
536 620 3 1 29.739 11.128 38.153
537 621 3 1 7.655 1.495 9.923
538 622 3 1 7.205 2.064 11.331
539 623 3 1 2.273 13.437 15.792
540 624 3 1 31.122 9.501 8.374
541 625 3 1 7.458 0.987 2.417
542 626 3 1 27.623 24.044 3.243
543 627 3 1 28.75 11.393 6.277
544 628 3 1 27.467 11.905 6.846
545 629 3 1 0.367 12.493 22.581
546 630 3 1 1.435 11.99 21.513
547 631 3 1 5.928 24.034 23.605
548 632 3 1 19.139 31.433 22.387
549 633 3 1 9.514 21.281 17.313
550 634 3 1 32.082 8.634 12.932
551 635 3 1 2.047 20.423 13.811
552 636 3 1 32.225 35.106 23.321
553 637 3 1 33.018 3.066 13.564
554 638 3 1 31.681 3.793 13.36
555 639 3 1 19.64 38.755 22.363
556 640 3 1 19.435 0.745 23.139
557 641 3 1 20.524 5.535 32.111
558 642 3 1 4.695 -0.249 -0.294
559 643 3 1 31.306 31.054 35.256
560 644 3 1 30.14 31.11 36.349
561 645 3 1 22.297 28.727 33.871
562 646 3 1 16.797 24.117 10.082
563 647 3 1 21.379 10.718 7.83
564 648 3 1 35.667 30.766 13.065
565 649 3 1 35.758 29.972 11.719
566 650 3 1 7.231 24.234 24.383
567 651 3 1 7.356 13.734 38.334
568 652 3 1 1.675 19.511 12.59
569 653 3 1 30.389 34.37 22.014
570 654 3 1 10.791 36.337 11.268
571 655 3 1 1.166 8.355 7.216
572 656 3 1 1.715 -0.255 18.887
573 657 3 1 3.045 35.367 31.538
574 658 3 1 5.453 8.626 22.39
575 659 3 1 6.705 8.774 21.57
576 660 3 1 15.945 13.15 36.897
577 661 3 1 17.362 12.854 36.363
578 662 3 1 10.165 15.789 34.662
579 663 3 1 4.652 1.003 13.917
580 664 3 1 20.621 30.324 18.88
581 665 3 1 21.118 29.315 17.889
582 666 3 1 13.053 7.774 30.764
583 667 3 1 12.92 8.98 29.823
584 668 3 1 10.167 19.376 31.611
585 669 3 1 10.654 20.074 33.013
586 670 3 1 3.93 21.913 30.677
587 671 3 1 4.657 22.621 31.822
588 672 3 1 4.341 17.271 32.602
589 673 3 1 3.867 17.6 34.111
590 674 3 1 9.793 4.498 3.171
591 675 3 1 20.426 28.0 3.753
592 676 3 1 1.401 14.679 37.981
593 677 3 1 25.717 17.76 22.946
594 678 3 1 27.028 15.801 28.725
595 679 3 1 11.059 21.405 19.792
596 680 3 1 1.728 7.16 6.591
597 681 3 1 10.812 16.958 4.397
598 682 3 1 11.937 16.15 3.582
599 683 3 1 33.416 29.423 13.659
600 684 3 1 32.236 29.966 14.437
601 685 3 1 5.53 19.835 14.469
602 686 3 1 11.971 37.268 11.669
603 687 3 1 4.19 18.853 14.474
604 688 3 1 11.868 20.783 31.149
605 689 3 1 2.373 11.415 29.338
606 690 3 1 22.872 13.512 28.598
607 691 3 1 12.807 16.182 20.707
608 692 3 1 11.628 16.097 21.691
609 693 3 1 9.538 25.13 25.833
610 694 3 1 9.179 23.837 26.721
611 695 3 1 25.846 18.964 23.799
612 696 3 1 12.919 21.377 30.097
613 697 3 1 20.709 3.465 5.51
614 698 3 1 0.684 28.51 34.816
615 699 3 1 11.552 1.106 21.623
616 700 3 1 21.163 1.332 32.497
617 701 3 1 24.755 10.113 33.879
618 702 3 1 24.228 11.231 34.852
619 703 3 1 10.043 0.114 16.326
620 704 3 1 9.505 9.501 -0.158
621 705 3 1 25.18 11.524 17.424
622 706 3 1 9.496 10.396 37.956
623 707 3 1 36.97 28.571 38.796
624 708 3 1 36.225 29.806 0.129
625 709 3 1 23.033 17.706 6.252
626 710 3 1 14.614 22.186 4.323
627 711 3 1 24.502 18.392 5.958
628 712 3 1 14.941 22.998 5.697
629 713 3 1 31.694 36.484 12.842
630 714 3 1 30.515 35.558 12.391
631 715 3 1 13.686 10.143 20.795
632 716 3 1 5.04 0.201 28.54
633 717 3 1 15.005 27.024 34.017
634 718 3 1 38.561 38.503 33.395
635 719 3 1 14.3 28.0 32.976
636 720 3 1 38.595 0.599 34.086
637 721 3 1 2.079 1.765 37.254
638 722 3 1 3.492 1.024 37.204
639 723 3 1 20.904 2.869 32.521
640 724 3 1 31.841 32.959 12.403
641 725 3 1 30.391 32.787 12.829
642 726 3 1 33.307 8.413 22.617
643 727 3 1 20.269 4.86 5.619
644 728 3 1 10.983 2.503 21.078
645 729 3 1 8.45 2.163 16.823
646 730 3 1 4.944 38.418 29.627
647 731 3 1 34.133 9.546 22.035
648 732 3 1 28.406 31.953 10.95
649 733 3 1 14.758 32.526 17.518
650 734 3 1 29.234 30.635 10.989
651 735 3 1 12.741 22.138 13.981
652 736 3 1 13.699 23.135 14.791
653 737 3 1 14.253 24.918 12.877
654 738 3 1 14.415 26.402 13.028
655 739 3 1 15.033 19.61 20.299
656 740 3 1 16.267 18.946 19.748
657 741 3 1 22.138 16.221 30.8
658 742 3 1 9.367 33.819 5.904
659 743 3 1 9.016 32.445 5.358
660 744 3 1 5.2 13.792 38.947
661 745 3 1 12.363 11.769 21.788
662 746 3 1 0.592 18.53 11.107
663 747 3 1 1.966 17.731 11.08
664 748 3 1 17.367 8.013 21.394
665 749 3 1 16.603 21.729 17.112
666 750 3 1 29.682 33.618 34.301
667 751 3 1 9.189 39.005 17.558
668 752 3 1 23.063 16.306 32.109
669 753 3 1 32.182 0.576 24.263
670 754 3 1 32.361 2.166 23.864
671 755 3 1 28.211 33.72 33.887
672 756 3 1 37.784 19.365 32.198
673 757 3 1 11.525 21.409 6.068
